"date.time","depth","temperature","dissolved.oxygen","next.temp","next.depth","slope"
2021-07-25 12:05:00,0.4,19.3438,7.89571428571429,19.1967777777778,0.6,-1.36033857315618
2021-07-25 12:05:00,0.6,19.1967777777778,7.10272727272727,18.9805555555556,0.7,-0.462487153134683
2021-07-25 12:05:00,0.7,18.9805555555556,7.19909090909091,18.7643333333333,0.8,-0.462487153134471
2021-07-25 12:05:00,0.8,18.7643333333333,7.29545454545455,18.5481111111111,0.9,-0.462487153134683
2021-07-25 12:05:00,0.9,18.5481111111111,7.39181818181818,16.8646666666667,1,-0.0594020196686703
2021-07-25 12:05:00,1,16.8646666666667,7.1365,13.5953333333333,1.2,-0.0611745513866219
2021-07-25 12:05:00,1.2,13.5953333333333,5.9225,13.4766666666667,1.3,-0.842696629213955
2021-07-25 12:05:00,1.3,13.4766666666667,5.3155,13.358,1.4,-0.842696629213247
2021-07-25 12:05:00,1.4,13.358,5.012,13.2393333333333,1.5,-0.842696629213249
2021-07-25 12:05:00,1.5,13.2393333333333,5.012,13.18,1.6,-1.68539325842789
2021-07-25 12:05:00,1.6,13.18,5.012,NA,NA,NA
2021-07-25 12:10:00,0.4,19.4328,7.89357142857143,19.2884444444444,0.6,-1.38546798029515
2021-07-25 12:10:00,0.6,19.2884444444444,7.13181818181818,19.0688888888889,0.7,-0.455465587044646
2021-07-25 12:10:00,0.7,19.0688888888889,7.12272727272727,18.8493333333333,0.8,-0.45546558704444
2021-07-25 12:10:00,0.8,18.8493333333333,7.11363636363636,18.6297777777778,0.9,-0.455465587044653
2021-07-25 12:10:00,0.9,18.6297777777778,7.10454545454545,16.91,1,-0.0581470474221468
2021-07-25 12:10:00,1,16.91,6.811375,13.5766666666667,1.2,-0.0600000000000006
2021-07-25 12:10:00,1.2,13.5766666666667,5.656875,13.4633333333333,1.3,-0.882352941175946
2021-07-25 12:10:00,1.3,13.4633333333333,5.079625,13.35,1.4,-0.882352941176733
2021-07-25 12:10:00,1.4,13.35,4.791,13.2366666666667,1.5,-0.882352941176734
2021-07-25 12:10:00,1.5,13.2366666666667,4.791,13.18,1.6,-1.76470588235189
2021-07-25 12:10:00,1.6,13.18,4.791,NA,NA,NA
2021-07-25 12:15:00,0.4,19.485,7.935,19.3027777777778,0.6,-1.09756097560988
2021-07-25 12:15:00,0.6,19.3027777777778,7.58545454545455,19.0505555555556,0.7,-0.396475770925149
2021-07-25 12:15:00,0.7,19.0505555555556,7.41818181818182,18.7983333333333,0.8,-0.396475770924987
2021-07-25 12:15:00,0.8,18.7983333333333,7.25090909090909,18.5461111111111,0.9,-0.396475770925143
2021-07-25 12:15:00,0.9,18.5461111111111,7.08363636363636,16.8513333333333,1,-0.0590047859437481
2021-07-25 12:15:00,1,16.8513333333333,6.767,13.5997777777778,1.2,-0.0615090213231284
2021-07-25 12:15:00,1.2,13.5997777777778,5.835,13.4855555555556,1.3,-0.875486381323118
2021-07-25 12:15:00,1.3,13.4855555555556,5.369,13.3713333333333,1.4,-0.875486381322367
2021-07-25 12:15:00,1.4,13.3713333333333,5.136,13.2571111111111,1.5,-0.875486381323132
2021-07-25 12:15:00,1.5,13.2571111111111,5.136,13.2,1.6,-1.75097276264621
2021-07-25 12:15:00,1.6,13.2,5.136,NA,NA,NA
2021-07-25 12:20:00,0.4,19.5538,8.03071428571429,19.349,0.6,-0.976562500000006
2021-07-25 12:20:00,0.6,19.349,7.73454545454545,19.095,0.7,-0.393700787401573
2021-07-25 12:20:00,0.7,19.095,7.64181818181818,18.841,0.8,-0.393700787401579
2021-07-25 12:20:00,0.8,18.841,7.54909090909091,18.587,0.9,-0.393700787401573
2021-07-25 12:20:00,0.9,18.587,7.45636363636364,16.878,1,-0.0585137507314219
2021-07-25 12:20:00,1,16.878,7.41,13.6086666666667,1.2,-0.0611745513866238
2021-07-25 12:20:00,1.2,13.6086666666667,7.41,13.5033333333333,1.3,-0.949367088606996
2021-07-25 12:20:00,1.3,13.5033333333333,7.41,13.398,1.4,-0.94936708860789
2021-07-25 12:20:00,1.4,13.398,7.41,13.2926666666667,1.5,-0.949367088607892
