"date.time","depth","temperature","dissolved.oxygen","case"
2021-07-25 12:05:00,0.4,19.3438,7.89571428571429,0
2021-07-25 12:05:00,0.6,19.1967777777778,7.10272727272727,0
2021-07-25 12:05:00,0.8,18.7643333333333,7.29545454545455,0
2021-07-25 12:05:00,1,16.8646666666667,7.1365,0
2021-07-25 12:05:00,1.2,13.5953333333333,5.9225,0
2021-07-25 12:05:00,1.4,13.358,5.012,0
2021-07-25 12:05:00,1.6,13.18,5.012,0
2021-07-25 12:10:00,0.4,19.4328,7.89357142857143,0
2021-07-25 12:10:00,0.6,19.2884444444444,7.13181818181818,0
2021-07-25 12:10:00,0.8,18.8493333333333,7.11363636363636,0
2021-07-25 12:10:00,1,16.91,6.811375,0
2021-07-25 12:10:00,1.2,13.5766666666667,5.656875,0
2021-07-25 12:10:00,1.4,13.35,4.791,0
2021-07-25 12:10:00,1.6,13.18,4.791,0
2021-07-25 12:15:00,0.4,19.485,7.935,0
2021-07-25 12:15:00,0.6,19.3027777777778,7.58545454545455,0
2021-07-25 12:15:00,0.8,18.7983333333333,7.25090909090909,0
2021-07-25 12:15:00,1,16.8513333333333,6.767,0
2021-07-25 12:15:00,1.2,13.5997777777778,5.835,0
2021-07-25 12:15:00,1.4,13.3713333333333,5.136,0
2021-07-25 12:15:00,1.6,13.2,5.136,0
2021-07-25 12:20:00,0.4,19.5538,8.03071428571429,0
2021-07-25 12:20:00,0.6,19.349,7.73454545454545,0
2021-07-25 12:20:00,0.8,18.841,7.54909090909091,0
2021-07-25 12:20:00,1,16.878,7.41,0
2021-07-25 12:20:00,1.2,13.6086666666667,7.41,0
2021-07-25 12:20:00,1.4,13.398,7.41,0
2021-07-25 12:20:00,1.6,13.24,7.41,0
2021-07-25 12:25:00,0.4,19.557,7.98357142857143,0
2021-07-25 12:25:00,0.6,19.3427777777778,7.81545454545454,0
2021-07-25 12:25:00,0.8,18.9183333333333,7.52090909090909,0
2021-07-25 12:25:00,1,16.9633333333333,7.02075,0
2021-07-25 12:25:00,1.2,13.5944444444444,5.90375,0
2021-07-25 12:25:00,1.4,13.4033333333333,5.066,0
2021-07-25 12:25:00,1.6,13.26,5.066,0
2021-07-25 12:30:00,0.4,19.7116,7.995,0
2021-07-25 12:30:00,0.6,19.5135555555556,7.81,0
2021-07-25 12:30:00,0.8,19.0486666666667,7.57,0
2021-07-25 12:30:00,1,17.062,7.39,0
2021-07-25 12:30:00,1.2,13.6691111111111,7.39,0
2021-07-25 12:30:00,1.4,13.4353333333333,7.39,0
2021-07-25 12:30:00,1.6,13.26,7.39,0
2021-07-25 12:35:00,0.4,19.726,8.07642857142857,0
2021-07-25 12:35:00,0.6,19.5633333333333,7.85363636363636,0
2021-07-25 12:35:00,0.8,19.15,7.61727272727273,0
2021-07-25 12:35:00,1,17.1153333333333,7.142875,0
2021-07-25 12:35:00,1.2,13.5757777777778,5.954375,0
2021-07-25 12:35:00,1.4,13.3953333333333,5.063,0
2021-07-25 12:35:00,1.6,13.26,5.063,0
2021-07-25 12:40:00,0.4,19.7846,8.08285714285714,0
2021-07-25 12:40:00,0.6,19.6318888888889,7.69090909090909,0
2021-07-25 12:40:00,0.8,19.2136666666667,7.50181818181818,0
2021-07-25 12:40:00,1,17.1793333333333,7.074,0
2021-07-25 12:40:00,1.2,13.6317777777778,5.93,0
2021-07-25 12:40:00,1.4,13.4193333333333,5.072,0
2021-07-25 12:40:00,1.6,13.26,5.072,0
2021-07-25 12:45:00,0.4,19.815,8.03642857142857,0
2021-07-25 12:45:00,0.6,19.6727777777778,7.77181818181818,0
2021-07-25 12:45:00,0.8,19.2883333333333,7.43363636363636,0
2021-07-25 12:45:00,1,17.254,7.18,0
2021-07-25 12:45:00,1.2,13.6504444444444,7.18,0
2021-07-25 12:45:00,1.4,13.4273333333333,7.18,0
2021-07-25 12:45:00,1.6,13.26,7.18,0
