"date.time","depth","temperature","dissolved.oxygen","case"
2021-07-30,0.2,21.947,9.239,0
2021-07-30,0.3,21.955,8.74308333333333,0
2021-07-30,0.4,21.3186,7.75125,0
2021-07-30,0.5,20.0298,6.75941666666667,0
2021-07-30,0.6,18.741,5.76758333333333,0
2021-07-30,0.7,17.4522,4.77575,0
2021-07-30,0.8,16.1634,3.78391666666667,0
2021-07-30,0.9,15.189,3.33983333333333,0
2021-07-30,1,14.96375,3.4435,0
2021-07-30,1.1,14.2554444444444,3.54716666666667,0
2021-07-30,1.2,13.9818888888889,3.65083333333333,0
2021-07-30,1.3,13.7083333333333,3.7545,0
2021-07-30,1.4,13.4347777777778,3.85816666666667,0
2021-07-30,1.5,NA,3.91,0
2021-07-31,0.2,20.86,8.518,0
2021-07-31,0.3,20.8625,8.06616666666667,0
2021-07-31,0.4,20.2608,7.1625,0
2021-07-31,0.5,19.0524,6.25883333333333,0
2021-07-31,0.6,17.844,5.35516666666667,0
2021-07-31,0.7,16.6356,4.4515,0
2021-07-31,0.8,15.4272,3.54783333333333,0
2021-07-31,0.9,14.4533333333333,3.1245,0
2021-07-31,1,14.29475,3.1815,0
2021-07-31,1.1,13.4908888888889,3.2385,0
2021-07-31,1.2,13.2677777777778,3.2955,0
2021-07-31,1.3,13.0446666666667,3.3525,0
2021-07-31,1.4,12.8215555555556,3.4095,0
2021-07-31,1.5,NA,3.438,0
2021-08-01,0.2,20.165,8.9,0
2021-08-01,0.3,20.1695,8.48541666666667,0
2021-08-01,0.4,19.6483,7.65625,0
2021-08-01,0.5,18.5969,6.82708333333333,0
2021-08-01,0.6,17.5455,5.99791666666667,0
2021-08-01,0.7,16.4941,5.16875,0
2021-08-01,0.8,15.4427,4.33958333333333,0
2021-08-01,0.9,14.54,3.99458333333333,0
2021-08-01,1,14.41575,4.13375,0
2021-08-01,1.1,13.5917777777778,4.27291666666667,0
2021-08-01,1.2,13.3975555555556,4.41208333333333,0
2021-08-01,1.3,13.2033333333333,4.55125,0
2021-08-01,1.4,13.0091111111111,4.69041666666667,0
2021-08-01,1.5,NA,4.76,0
2021-08-02,0.2,21.253,9.107,0
2021-08-02,0.3,21.19,8.66475,0
2021-08-02,0.4,20.5799,7.78025,0
2021-08-02,0.5,19.4857,6.89575,0
2021-08-02,0.6,18.3915,6.01125,0
2021-08-02,0.7,17.2973,5.12675,0
2021-08-02,0.8,16.2031,4.24225,0
2021-08-02,0.9,15.1366666666667,3.83383333333333,0
2021-08-02,1,15.049,3.9015,0
2021-08-02,1.1,13.9046666666667,3.96916666666667,0
2021-08-02,1.2,13.7113333333333,4.03683333333333,0
2021-08-02,1.3,13.518,4.1045,0
2021-08-02,1.4,13.3246666666667,4.17216666666667,0
2021-08-02,1.5,NA,4.206,0
2021-08-03,0.2,21.495,8.671,0
2021-08-03,0.3,21.538,8.261,0
2021-08-03,0.4,21.0124,7.441,0
2021-08-03,0.5,19.8752,6.621,0
2021-08-03,0.6,18.738,5.801,0
2021-08-03,0.7,17.6008,4.981,0
2021-08-03,0.8,16.4636,4.161,0
2021-08-03,0.9,15.3836666666667,3.80525,0
2021-08-03,1,15.2305,3.91375,0
2021-08-03,1.1,14.1112222222222,4.02225,0
2021-08-03,1.2,13.8614444444444,4.13075,0
2021-08-03,1.3,13.6116666666667,4.23925,0
2021-08-03,1.4,13.3618888888889,4.34775,0
2021-08-03,1.5,NA,4.402,0
