"date.time","depth","temperature","dissolved.oxygen","case"
2021-07-26,0.2,21.5488,8.93,0
2021-07-26,0.3,21.5665,8.47325,0
2021-07-26,0.4,21.0015,7.55975,0
2021-07-26,0.5,19.7965,6.64625,0
2021-07-26,0.6,18.5915,5.73275,0
2021-07-26,0.7,17.3865,4.81925,0
2021-07-26,0.8,16.1815,3.90575,0
2021-07-26,0.9,15.253,3.47125,0
2021-07-26,1,14.601,3.51575,0
2021-07-26,1.1,14.335,3.56025,0
2021-07-26,1.2,14.069,3.60475,0
2021-07-26,1.3,13.803,3.64925,0
2021-07-26,1.4,13.537,3.69375,0
2021-07-26,1.5,13.137,3.716,0
2021-07-27,0.2,21.4922,9.014,0
2021-07-27,0.3,21.5015,8.56925,0
2021-07-27,0.4,20.9281,7.67975,0
2021-07-27,0.5,19.7183,6.79025,0
2021-07-27,0.6,18.5085,5.90075,0
2021-07-27,0.7,17.2987,5.01125,0
2021-07-27,0.8,16.0889,4.12175,0
2021-07-27,0.9,15.1736666666667,3.72,0
2021-07-27,1,14.553,3.806,0
2021-07-27,1.1,14.2781111111111,3.892,0
2021-07-27,1.2,14.0032222222222,3.978,0
2021-07-27,1.3,13.7283333333333,4.064,0
2021-07-27,1.4,13.4534444444444,4.15,0
2021-07-27,1.5,13.112,4.193,0
2021-07-28,0.2,21.3634,8.757,0
2021-07-28,0.3,21.3435,8.32358333333333,0
2021-07-28,0.4,20.7064,7.45675,0
2021-07-28,0.5,19.4352,6.58991666666667,0
2021-07-28,0.6,18.164,5.72308333333333,0
2021-07-28,0.7,16.8928,4.85625,0
2021-07-28,0.8,15.6216,3.98941666666667,0
2021-07-28,0.9,14.754,3.58675,0
2021-07-28,1,14.29,3.64825,0
2021-07-28,1.1,14.0151111111111,3.70975,0
2021-07-28,1.2,13.7402222222222,3.77125,0
2021-07-28,1.3,13.4653333333333,3.83275,0
2021-07-28,1.4,13.1904444444444,3.89425,0
2021-07-28,1.5,12.92,3.925,0
2021-07-29,0.2,21.1756,9.447,0
2021-07-29,0.3,21.1515,8.92691666666667,0
2021-07-29,0.4,20.5216,7.88675,0
2021-07-29,0.5,19.2628,6.84658333333333,0
2021-07-29,0.6,18.004,5.80641666666666,0
2021-07-29,0.7,16.7452,4.76625,0
2021-07-29,0.8,15.4864,3.72608333333333,0
2021-07-29,0.9,14.636,3.286,0
2021-07-29,1,14.194,3.446,0
2021-07-29,1.1,13.9462222222222,3.606,0
2021-07-29,1.2,13.6984444444444,3.766,0
2021-07-29,1.3,13.4506666666667,3.926,0
2021-07-29,1.4,13.2028888888889,4.086,0
2021-07-29,1.5,12.968,4.166,0
2021-07-30,0.2,21.974,9.239,0
2021-07-30,0.3,21.955,8.74308333333333,0
2021-07-30,0.4,21.3186,7.75125,0
2021-07-30,0.5,20.0298,6.75941666666667,0
2021-07-30,0.6,18.741,5.76758333333333,0
2021-07-30,0.7,17.4522,4.77575,0
2021-07-30,0.8,16.1634,3.78391666666667,0
2021-07-30,0.9,15.189,3.33983333333333,0
2021-07-30,1,14.529,3.4435,0
2021-07-30,1.1,14.2554444444444,3.54716666666667,0
2021-07-30,1.2,13.9818888888889,3.65083333333333,0
2021-07-30,1.3,13.7083333333333,3.7545,0
2021-07-30,1.4,13.4347777777778,3.85816666666667,0
2021-07-30,1.5,13.137,3.91,0
2021-07-31,0.2,20.88,8.518,0
2021-07-31,0.3,20.8625,8.06616666666667,0
2021-07-31,0.4,20.2608,7.1625,0
2021-07-31,0.5,19.0524,6.25883333333333,0
2021-07-31,0.6,17.844,5.35516666666667,0
2021-07-31,0.7,16.6356,4.4515,0
2021-07-31,0.8,15.4272,3.54783333333333,0
2021-07-31,0.9,14.4533333333333,3.1245,0
2021-07-31,1,13.714,3.1815,0
2021-07-31,1.1,13.4908888888889,3.2385,0
2021-07-31,1.2,13.2677777777778,3.2955,0
2021-07-31,1.3,13.0446666666667,3.3525,0
2021-07-31,1.4,12.8215555555556,3.4095,0
2021-07-31,1.5,12.654,3.438,0
2021-08-01,0.2,20.1812,8.9,0
2021-08-01,0.3,20.1695,8.48541666666667,0
2021-08-01,0.4,19.6483,7.65625,0
2021-08-01,0.5,18.5969,6.82708333333333,0
2021-08-01,0.6,17.5455,5.99791666666667,0
2021-08-01,0.7,16.4941,5.16875,0
2021-08-01,0.8,15.4427,4.33958333333333,0
2021-08-01,0.9,14.54,3.99458333333333,0
2021-08-01,1,13.786,4.13375,0
2021-08-01,1.1,13.5917777777778,4.27291666666667,0
2021-08-01,1.2,13.3975555555556,4.41208333333333,0
2021-08-01,1.3,13.2033333333333,4.55125,0
2021-08-01,1.4,13.0091111111111,4.69041666666667,0
2021-08-01,1.5,12.847,4.76,0
2021-08-02,0.2,21.2708,9.107,0
2021-08-02,0.3,21.19,8.66475,0
2021-08-02,0.4,20.5799,7.78025,0
2021-08-02,0.5,19.4857,6.89575,0
2021-08-02,0.6,18.3915,6.01125,0
2021-08-02,0.7,17.2973,5.12675,0
2021-08-02,0.8,16.2031,4.24225,0
2021-08-02,0.9,15.1366666666667,3.83383333333333,0
2021-08-02,1,14.098,3.9015,0
2021-08-02,1.1,13.9046666666667,3.96916666666667,0
2021-08-02,1.2,13.7113333333333,4.03683333333333,0
2021-08-02,1.3,13.518,4.1045,0
2021-08-02,1.4,13.3246666666667,4.17216666666667,0
2021-08-02,1.5,13.185,4.206,0
2021-08-03,0.2,21.5122,8.671,0
2021-08-03,0.3,21.538,8.261,0
2021-08-03,0.4,21.0124,7.441,0
2021-08-03,0.5,19.8752,6.621,0
2021-08-03,0.6,18.738,5.801,0
2021-08-03,0.7,17.6008,4.981,0
2021-08-03,0.8,16.4636,4.161,0
2021-08-03,0.9,15.3836666666667,3.80525,0
2021-08-03,1,14.361,3.91375,0
2021-08-03,1.1,14.1112222222222,4.02225,0
2021-08-03,1.2,13.8614444444444,4.13075,0
2021-08-03,1.3,13.6116666666667,4.23925,0
2021-08-03,1.4,13.3618888888889,4.34775,0
2021-08-03,1.5,13.185,4.402,0
2021-08-04,0.2,21.863,8.588,0
2021-08-04,0.3,21.8885,8.22983333333333,0
2021-08-04,0.4,21.3645,7.5135,0
2021-08-04,0.5,20.2155,6.79716666666667,0
2021-08-04,0.6,19.0665,6.08083333333333,0
2021-08-04,0.7,17.9175,5.3645,0
2021-08-04,0.8,16.7685,4.64816666666667,0
2021-08-04,0.9,15.575,4.25525,0
2021-08-04,1,14.337,4.18575,0
2021-08-04,1.1,14.073,4.11625,0
2021-08-04,1.2,13.809,4.04675,0
2021-08-04,1.3,13.545,3.97725,0
2021-08-04,1.4,13.281,3.90775,0
2021-08-04,1.5,13.112,3.873,0
2021-08-05,0.2,21.8894,8.864,0
2021-08-05,0.3,21.893,8.46291666666667,0
2021-08-05,0.4,21.3181,7.66075,0
2021-08-05,0.5,20.1243,6.85858333333333,0
2021-08-05,0.6,18.9305,6.05641666666667,0
2021-08-05,0.7,17.7367,5.25425,0
2021-08-05,0.8,16.5429,4.45208333333333,0
2021-08-05,0.9,15.4176666666667,4.05458333333333,0
2021-08-05,1,14.361,4.06175,0
2021-08-05,1.1,14.0703333333333,4.06891666666667,0
2021-08-05,1.2,13.7796666666667,4.07608333333333,0
2021-08-05,1.3,13.489,4.08325,0
2021-08-05,1.4,13.1983333333333,4.09041666666667,0
2021-08-05,1.5,13.161,4.094,0
2021-08-06,0.2,19.9238,8.629,0
2021-08-06,0.3,19.9165,8.28766666666667,0
2021-08-06,0.4,19.4857,7.605,0
2021-08-06,0.5,18.5851,6.92233333333333,0
2021-08-06,0.6,17.6845,6.23966666666667,0
2021-08-06,0.7,16.7839,5.557,0
2021-08-06,0.8,15.8833,4.87433333333333,0
